Currency,Type,p,d,q,AIC,BIC,Train_MAE,Train_MSE,Train_RMSE,Train_R2,Val_MAE,Val_MSE,Val_RMSE,Val_R2,Test_MAE,Test_MSE,Test_RMSE,Test_R2
USD_CNY,close,0,0,0,562.25569947463,571.9622976610021,0.27897686417620066,0.10557033009365228,0.32491588156575585,-2.37210029396806e-10,0.40349914201685005,0.18696991986213507,0.4324001848544182,-6.7271352201492745,0.17349340019893056,0.032484700652332374,0.18023512602246095,-12.621900322712268
USD_CNY,close,0,0,1,-684.5896905911397,-670.0297933115816,0.1431354901053141,0.028265211858910465,0.16812260960058426,0.7322617837744662,0.40235494152291107,0.18613122867612528,0.4314292858350315,-6.692473600745342,0.1722580175824901,0.03229762865306101,0.17971541017136236,-12.543454898371808
USD_CNY,close,0,0,2,-1613.408918987898,-1593.9957226151537,0.08699252622196937,0.010627051658526022,0.103087592165721,0.8993367582386119,0.40144245487943686,0.18549969657907653,0.4306967571030417,-6.666373499117452,0.17269992536795592,0.03232723669300576,0.17979776609570475,-12.555870520519438
USD_CNY,close,0,0,3,-2388.524514445173,-2364.2580189792425,0.05700227189110734,0.004730529864150182,0.06877884750524817,0.9551907258310567,0.4007999748198306,0.18509988225974922,0.4302323584526729,-6.649849882320312,0.1735524300878236,0.03253025111922816,0.18036144576718208,-12.641001127314043
USD_CNY,close,0,0,4,-2783.444311031414,-2754.3245164722975,0.04655422410739444,0.0031429386475174464,0.056061917979297195,0.9702289587853438,0.3996655435899747,0.1843638653263883,0.42937613502195054,-6.61943160769842,0.1726647730042573,0.03233436454327394,0.1798175868575539,-12.558859461895487
USD_CNY,close,0,1,0,-4779.210101875177,-4774.357859306126,0.020385005279624724,0.05643012958816595,0.23755026749756766,0.46547358948776496,0.11551904761904752,0.03304895817460313,0.18179372424427398,-0.3658548331652469,0.08291406249999987,0.009229976093749976,0.09607276457846925,-2.870431674150336
USD_CNY,close,0,1,1,-4777.339077661879,-4767.634592523776,0.02039111676963333,0.05643007865781903,0.23755016029844944,0.46547407191826307,0.11550741343982783,0.03304206335792195,0.18177475995836703,-0.36556988261890844,0.08289830961970442,0.00922728561376963,0.09605876125460723,-2.869303467660002
USD_CNY,close,0,1,2,-4776.929310443984,-4762.372582736828,0.020372356822727488,0.05642945056528257,0.23754883827390647,0.46548002143586,0.11538943635909532,0.03297256162171453,0.18158348389023307,-0.36269749911408655,0.08481995041219915,0.009558587244198712,0.09776802771969327,-3.008229106370882
USD_CNY,close,0,1,3,-4775.569509194207,-4756.1605389179995,0.020379276809723536,0.05642919775950887,0.23754830616005004,0.4654824161027473,0.11545610773249425,0.03301236178944081,0.18169304276565135,-0.36434236946559717,0.08410189102086099,0.009436518406587713,0.09714174389307469,-2.9570416395001664
USD_CNY,close,0,1,4,-4776.431039226529,-4752.16982638127,0.02033070955442764,0.056428068739470615,0.2375459297472188,0.4654931105851604,0.11579434191780918,0.0332159982179031,0.1822525671092265,-0.37275830193022386,0.08362737621524134,0.009353368226178067,0.09671281314375085,-2.9221740419354516
USD_CNY,close,0,2,0,-4128.7854024356675,-4123.934217508174,0.030030727293821814,0.07078006341448016,0.26604522813702214,0.32954587365142896,0.24746557422277565,0.07326551430172802,0.2706760320045497,-2.027933778870306,0.16141734559559762,0.036611466846587684,0.19134123143375995,-14.352388725696777
USD_CNY,close,0,2,1,-4766.153537478065,-4756.451167623078,0.02428956119994263,0.07041611963213085,0.2653603580645211,0.3329932795855848,0.2081722511060137,0.08502120752114714,0.2915839630726408,-2.5137757323782504,0.02637337321729645,0.0011160884925779692,0.03340791062874135,0.5319874928220493
USD_CNY,close,0,2,2,-4764.262897345905,-4749.709342563424,0.024293223137362246,0.07041608453536496,0.26536029193412675,0.3329936120347289,0.2081346164328478,0.08500168933521322,0.2915504919138591,-2.512969080366662,0.026755118419469023,0.0011824172477106537,0.034386294474843516,0.5041736705363836
USD_CNY,close,0,2,3,-4763.920027274786,-4744.515287564811,0.02427733160371587,0.0704154154861344,0.265359031288054,0.3329999495088103,0.2078989472481289,0.08488802122443452,0.2913554894359029,-2.508271378924346,0.03387745683362109,0.0022666412876918805,0.04760925632365917,0.04952297333033573
USD_CNY,close,0,2,4,-4761.102648749042,-4736.846724111573,0.024325428472742043,0.07041574327887042,0.26535964892739516,0.3329968445385425,0.2168090191595155,0.09084576954927157,0.3014063196903336,-2.754494551868846,0.02910835390327278,0.0015962617631841657,0.03995324471409257,0.33063509312374006
USD_CNY,close,1,0,0,-4774.815448222231,-4760.255550942673,0.012990730375640528,0.00047538488195660955,0.0218033227274333,0.9954969840328466,0.09111201388376566,0.01827303213428934,0.13517777973575887,0.24480798682536142,0.0887556591345513,0.010499692906545455,0.10246800918601598,-3.4028655742524787
USD_CNY,close,1,0,1,-4772.974736225393,-4753.561539852649,0.012994518043822963,0.0004753270231410204,0.0218019958522384,0.9954975320922829,0.09079633771400757,0.017806197125530842,0.1334398633300066,0.2641014498638885,0.08878947820242492,0.01050767003034548,0.10250692674324735,-3.4062106438724467
USD_CNY,close,1,0,2,-4772.517014479257,-4748.250519013327,0.013012538117710254,0.0004992655437724203,0.022344250799085214,0.9952707778459351,0.09238034458031551,0.019496090027882274,0.13962839978987898,0.19426117302326862,0.09029814562582264,0.010769181448368241,0.10377466669842039,-3.515870957743968
