date,open,high,low,close
2025-04-07,0.91,0.92,0.9051,0.9166
2025-04-06,0.9161,0.9191,0.9089,0.9122
2025-04-03,0.90549,0.91201,0.90029,0.90549
2025-04-02,0.9167,0.91891,0.8982,0.9167
2025-04-01,0.92627,0.92747,0.91974,0.92627
2025-03-31,0.92431,0.92768,0.9233,0.92431
2025-03-30,0.92388,0.92715,0.92179,0.92388
2025-03-27,0.92584,0.92886,0.92206,0.92584
2025-03-26,0.93092,0.93092,0.92432,0.93092
2025-03-25,0.927,0.92861,0.92573,0.927
2025-03-24,0.92562,0.92776,0.9233,0.92562
2025-03-23,0.92287,0.92672,0.92107,0.92287
2025-03-20,0.92109,0.92544,0.9207,0.92109
2025-03-19,0.91643,0.92436,0.91596,0.91643
2025-03-18,0.91412,0.91946,0.9136,0.91412
2025-03-17,0.91582,0.91768,0.91287,0.91582
2025-03-16,0.91901,0.92003,0.915,0.91901
2025-03-13,0.92118,0.92325,0.91658,0.92118
2025-03-12,0.91859,0.92396,0.9175,0.91859
2025-03-11,0.91624,0.91935,0.91453,0.91624
2025-03-10,0.92256,0.92278,0.91489,0.92256
2025-03-09,0.92076,0.92539,0.91967,0.92076
2025-03-06,0.92696,0.92746,0.91864,0.92696
2025-03-05,0.92636,0.92743,0.92157,0.92636
2025-03-04,0.941,0.94314,0.92714,0.941
2025-03-03,0.95374,0.95495,0.94701,0.95374
2025-03-02,0.96026,0.96242,0.95236,0.96026
2025-02-27,0.96199,0.96322,0.9596,0.96199
2025-02-26,0.9534,0.96109,0.9533,0.9534
2025-02-25,0.9502,0.95452,0.9499,0.9502
2025-02-24,0.9559,0.95621,0.95071,0.9559
2025-02-23,0.95467,0.95654,0.94979,0.95467
2025-02-20,0.95233,0.95694,0.9517,0.95233
2025-02-19,0.9596,0.95972,0.95431,0.9596
2025-02-18,0.95709,0.96107,0.9558,0.95709
2025-02-17,0.95371,0.9576,0.95361,0.95371
2025-02-16,0.95336,0.95535,0.95174,0.95336
2025-02-13,0.95587,0.95711,0.95114,0.95587
2025-02-12,0.96228,0.96346,0.95733,0.96228
2025-02-11,0.96479,0.96916,0.96194,0.96479
2025-02-10,0.97073,0.97156,0.966,0.97073
2025-02-09,0.96978,0.97092,0.96749,0.96978
2025-02-06,0.96286,0.96856,0.96099,0.96286
